id_produto,id_categoria,codpro,descricao,emb,prunit
3712,4,016456,ALICATE PRESSAO TRAMONT.41071/110  CURVO 10",PC,23.350
3713,4,016457,ALICATE PRESSAO TRAMONT.41070/110   RETO 10",PC,23.680
3714,4,098644,ALICATE PRESSAO UYUSTOOLS 10"CURVO   REF.108,PC,10.629
3715,4,100002,ALICATE PRESSAO WAFT P/SOLDA 11" - 6006,PC,20.900
3716,4,002163,ALICATE REBITADOR ANCORA RH 4 BICOS,PC,5.900
3717,4,101529,ALICATE REBITADOR BB,PC,11.200
3718,4,014063,ALICATE REBITADOR BRASFORT  4BICOS 9.5"-8005,PC,7.700
3719,4,072596,ALICATE REBITADOR BRASFORT 4 BICOS 10"- 8270,PC,8.250
3720,4,000803,ALICATE REBITADOR EDA 8" PROFISSIONAL,PC,7.850
3721,4,000303,ALICATE REBITADOR JOMARCA PROFISSIONAL,PC,24.580
3722,4,085081,ALICATE REBITADOR PREMIUN,PC,15.280
3723,4,002024,ALICATE REBITADOR REBMAX THOMPSON 4 PONTAS,PC,7.860
3724,4,018669,ALICATE REBITADOR STARFER  4 PONTAS,PC,8.920
3725,4,050319,ALICATE REBITADOR THOMPSON,PC,18.500
3726,4,094001,ALICATE REBITADOR THOMPSON PROFISSIONAL,PC,93.170
3727,4,082454,ALICATE REBITADOR TRATEC PROFISSIONAL TR 210,PC,94.380
3728,4,098645,ALICATE REBITADOR UYUSTOOLS 090,PC,9.400
3729,4,041459,ALICATE TRAVADOR CORNETA AUTOMATICO - 396,PC,25.430
3730,4,017897,ALICATE UNIV. BRASFORT PROF.PVC 7" POL. 8001,PC,6.570
3731,4,017958,ALICATE UNIV. BRASFORT PROF.PVC 8" NIQ. 8794,PC,9.880
3732,4,072888,ALICATE UNIV. BRASFORT PROF.PVC 8" POL. 8002,PC,8.200
3733,4,000468,ALICATE UNIV. C.A.D.S. PROF.PVC.CRO 7" JS005,PC,7.300
3734,4,000467,ALICATE UNIV. C.A.D.S. PROF.PVC.CRO 8" JS001,PC,7.600
3735,4,041505,ALICATE UNIV. CORNETA PROFISSIONAL 352-8",PC,28.300
3736,4,016779,ALICATE UNIV. EDA 8"EXCELLENT PLASTISOL POL.,PC,2.980
3737,4,015722,ALICATE UNIV. EDA 8"EXCELLENT.CABO PVC,PC,5.720
3738,4,002182,ALICATE UNIV. EDA 8"PROFISS.CR.VANAD. 9 JT,PC,10.300
3739,4,000801,ALICATE UNIV. EDA 8"PROFISS.ISOL.1000V.PVC,PC,7.660
3740,4,089173,ALICATE UNIV. GEDORE PROF. CRV.8" ISOL.1000W,PC,26.980
3741,4,001975,ALICATE UNIV. IRWIN PROF. CR.VANAD.8" 1000W.,PC,19.500
3742,4,001992,ALICATE UNIV. IRWIN PROF.CRV.8"1000W-CX.C/10,JG,195.000
3743,4,099583,ALICATE UNIV. JOMARCA PROF.CR.VAN.8"PVC 2001,PC,7.760
3744,4,099582,ALICATE UNIV. JOMARCA PROFISS. 8"  PVC  2000,PC,6.500
3745,4,100816,ALICATE UNIV. LEE TOOLS PVC POLIDO 8",PC,7.300
3746,4,002120,ALICATE UNIV. MELFI PROFISS.PVC 8" - 0501,PC,5.850
3747,4,101527,ALICATE UNIV. PREMIUM 8",PC,7.280
3748,4,017448,ALICATE UNIV. STARFER ISOL.8",PC,6.870
3749,4,006994,ALICATE UNIV. TAURUS PLASTISOL 7"      689-C,PC,7.600
3750,4,101481,ALICATE UNIV. THOMPSON 8",PC,8.650
3751,4,016458,ALICATE UNIV. TRAMONT.41000/106 PLASTISOL 6",PC,13.000
3752,4,016459,ALICATE UNIV. TRAMONT.41000/107 PLASTISOL 7",PC,14.000
3753,4,016433,ALICATE UNIV. TRAMONT.41001/106  PVC 6",PC,15.500
3754,4,016434,ALICATE UNIV. TRAMONT.41001/107  PVC 7",PC,17.200
3755,4,100054,ALICATE UNIV. TRAMONTINA  PVC 8"  AMARELO,PC,12.950
3756,4,098646,ALICATE UNIV. UYUSTOOLS PVC 8",PC,9.684
3757,4,001047,ALICATE UNIV. WAFT PROF.ISOL.8"1000V 232,PC,12.600
3758,4,100146,ALICATE UNIV. WESTERN PRO CR.VAN.PVC 2097-8",PC,8.290
3759,4,015723,ALICATE VAZADOR DE COURO 9" -6 BICOS EDA,PC,7.100
3760,4,014950,ALICATE VAZADOR DE COURO 9.5"LEE TOOLS - 207,PC,9.500
3761,4,017450,ALICATE VAZADOR DE COURO STARFER,PC,10.030
3762,4,002307,ALMOTOLIA BLACK BULL CHAPA 180ml,PC,5.430
3763,4,002308,ALMOTOLIA BLACK BULL CHAPA 300ml,PC,7.800
3764,4,001461,ALMOTOLIA BRASFORT PVC 250 ml,PC,4.640
3765,4,011453,ALMOTOLIA MAC LOREN PVC 100 CC,PC,9.680
3766,4,084375,ALMOTOLIA MAC LOREN PVC 250 CC,PC,10.440
3767,4,016342,ALMOTOLIA MAC LOREN PVC 400 CC,PC,12.940
3768,4,101483,ALMOTOLIA PREMIUM CHAPA 300 ml,PC,8.680
3769,4,017449,ALMOTOLIA STARFER METAL 425 Gr - 3/4",PC,8.020
3770,4,019458,ALVIAO RAMADA S/CABO,PC,18.940
3771,4,001046,AMASSADOR DE LATAS BRASFORT,PC,13.600
3772,4,017458,AMASSADOR DE LATAS LEE TOOLS/WESTERN,PC,12.500
3773,4,015060,ANEL P/VEDACAO LIQUID.ARNO C/ 02 PCS,PT,1.250
3774,4,015061,ANEL P/VEDACAO LIQUID.WALITA C/02 PCS,PT,1.250
3775,4,015062,ANEL P/VEDACAO PANELA CLOCK 4.5 L C/10 PCS,PT,5.230
3776,4,015063,ANEL P/VEDACAO PANELA CLOCK 7 Lts. C/10 PCS,PT,6.990
3777,4,100290,ANEL P/VEDACAO LNV PANELA CLOCK 4.5 Lts.C/12,PT,3.500
3778,4,100289,ANEL P/VEDACAO LNV PANELA CLOCK 7.0 Lts.C/12,PT,3.650
3779,4,015064,ANEL P/VEDACAO PANELA MODERNA 4.5 L C/10 PC,PT,5.220
3780,4,015065,ANEL P/VEDACAO PANELA MULTIUSO C/10 PCS,PT,5.220
3781,4,102046,ANEL P/VEDACAO PANELA MULTIUSO SILICONE C/10,PT,16.850
3782,4,100291,ANEL P/VEDACAO LNV PANELA MULTIUSO C/12,PT,4.700
3783,4,019722,ANCINHO S/CABO FAMASTIL ECONOMICO 12D.   471,PC,3.950
3784,4,024986,ANCINHO S/CABO FAMASTIL ECONOMICO 14D.   471,PC,4.580
3785,4,030342,ANCINHO S/CABO FAMASTIL 10 DENTES    REF.219,PC,6.220
3786,4,030178,ANCINHO S/CABO FAMASTIL 12 DENTES    REF.219,PC,6.550
3787,4,030182,ANCINHO S/CABO FAMASTIL 14 DENTES    REF.219,PC,7.300
3788,4,030195,ANCINHO S/CABO FAMASTIL 16 DENTES REF.219 FL,PC,6.740
3789,4,000654,ANCINHO S/CABO SCHNEIDER 12 DENTES,PC,3.600
3790,4,000655,ANCINHO S/CABO SCHNEIDER 14 DENTES,PC,3.980
3791,4,000656,ANCINHO S/CABO SCHNEIDER 16 DENTES,PC,4.360
3792,4,013554,ANCINHO C/CABO FAMASTIL PRO 12 DENT.REF.219,PC,7.750
3793,4,013555,ANCINHO C/CABO FAMASTIL 14 DENTES   REF.471,PC,5.600
3794,4,000651,ANCINHO C/CABO SCHNEIDER 12 DENTES,PC,5.520
3795,4,000652,ANCINHO C/CABO SCHNEIDER 14 DENTES,PC,5.880
3796,4,000653,ANCINHO C/CABO SCHNEIDER 16 DENTES,PC,6.300
3797,4,101128,APARELHO ELET.P/REPELENTE C/6 PASTILH.STRAIK,PC,6.560
3798,4,033334,APARELHO DE SOLDA MAX CHAMAS 037 C/MACH. P02,PC,19.800
3799,4,010097,APARELHO DE SOLDA ROA CABO MADEIRA,PC,34.530
3800,4,000242,APLICADOR P/SILICONE EDA P/CART.300 gr,PC,3.900
3801,4,001319,APLICADOR P/SILICONE LEE TOOLS CART.300 gr,PC,3.980
3802,4,002119,APLICADOR P/SILICONE MELFI CART.300gr,PC,3.350
3803,4,032687,APLICADOR P/SILICONE THOMPSON CART.300gr,PC,4.460
3804,4,101858,ARALDITE EPOXI PROFISSIONAL (90 MIN) 23gr,PC,12.200
3805,4,100710,ARALDITE EPOXI HOBBY ( 10 MIN) 16 gr.,PC,9.800
3806,4,007109,ARALDITE EPOXI HOBBY (10 MIN)  23.4 gr,PC,14.000
3807,4,066816,ARALDITE EPOXI  RAPIDO - 2 MINUTOS  23gr.,PC,15.000
