id_produto,id_categoria,codpro,descricao,emb,prunit
10701,3,072727,ADAPTAD.SOLD.C/FLANGE KRONA 20x1/2",PC,2.850
10702,3,070349,ADAPTAD.SOLD.C/FLANGE KRONA 25x3/4",PC,3.300
10703,3,098209,ADAPTAD.SOLD.C/FLANGE KRONA 32x 1",PC,5.420
10704,3,100120,ADAPTAD.SOLD.C/FLANGE KRONA 40x1.1/4",PC,6.000
10705,3,071144,ADAPTAD.SOLD.C/FLANGE KRONA 50x1.1/2",PC,6.520
10706,3,100121,ADAPTAD.SOLD.C/FLANGE KRONA 60x 2",PC,10.250
10707,3,018315,ADAPTAD.SOLD.C/FLANGE TIGRE 20x1/2"   C/ANEL,PC,4.000
10708,3,001897,ADAPTAD.SOLD.C/FLANGE TIGRE 25x3/4"   C/ANEL,PC,5.240
10709,3,001900,ADAPTAD.SOLD.C/FLANGE TIGRE 32x1"     C/ANEL,PC,7.500
10710,3,018318,ADAPTAD.SOLD.C/FLANGE TIGRE 60x2"     C/ANEL,PC,19.000
10711,3,013084,ADAPTAD.SOLDAVEL CURTO AMANCO 20 x 1/2",PC,0.280
10712,3,013085,ADAPTAD.SOLDAVEL CURTO AMANCO 25 x 3/4",PC,0.370
10713,3,099775,ADAPTAD.SOLDAVEL CURTO AMANCO 32 x 1",PC,0.720
10714,3,013086,ADAPTAD.SOLDAVEL CURTO AMANCO 50 x 1.1/2",PC,1.740
10715,3,064162,ADAPTAD.SOLDAVEL CURTO KRONA 20 x 1/2".,PC,0.135
10716,3,064175,ADAPTAD.SOLDAVEL CURTO KRONA 25 x 3/4".,PC,0.169
10717,3,019183,ADAPTAD.SOLDAVEL CURTO KRONA 32 x 1",PC,0.610
10718,3,098668,ADAPTAD.SOLDAVEL CURTO KRONA 40 x 1.1/4",PC,1.450
10719,3,081676,ADAPTAD.SOLDAVEL CURTO KRONA 50 x 1.1/2"..,PC,1.100
10720,3,100122,ADAPTAD.SOLDAVEL CURTO KRONA 60 x 2",PC,4.500
10721,3,018319,ADAPTAD.SOLDAVEL CURTO TIGRE 20 x 1/2",PC,0.277
10722,3,001939,ADAPTAD.SOLDAVEL CURTO TIGRE 25 x 3/4",PC,0.365
10723,3,001942,ADAPTAD.SOLDAVEL CURTO TIGRE 32 x  1",PC,0.730
10724,3,018320,ADAPTAD.SOLDAVEL CURTO TIGRE 60 x  2",PC,4.770
10725,3,102405,ANEL VEDACAO P/CAIXA ACOPL. CENSI BORR.9585C,PC,3.900
10726,3,011507,ANEL VEDACAO P/ESGOTO AMANCO PRETO 75 mm,PC,0.590
10727,3,098205,ANEL VEDACAO P/ESGOTO HIDROANEL PRETO  40 mm,PC,0.180
10728,3,098206,ANEL VEDACAO P/ESGOTO HIDROANEL PRETO  50 mm,PC,0.190
10729,3,098207,ANEL VEDACAO P/ESGOTO HIDROANEL PRETO  75 mm,PC,0.230
10730,3,098208,ANEL VEDACAO P/ESGOTO HIDROANEL PRETO 100 mm,PC,0.270
10731,3,099949,ANEL VEDACAO P/ESGOTO HIDROANEL PRETO 150 mm,PC,0.920
10732,3,098210,ANEL VEDACAO P/ESGOTO KRONA  40 mm,PC,0.370
10733,3,098211,ANEL VEDACAO P/ESGOTO KRONA  50 mm,PC,0.520
10734,3,098212,ANEL VEDACAO P/ESGOTO KRONA  75 mm,PC,0.650
10735,3,098213,ANEL VEDACAO P/ESGOTO KRONA 100 mm,PC,0.910
10736,3,098214,ANEL VEDACAO P/ESGOTO KRONA 150 mm,PC,3.100
10737,3,018321,ANEL VEDACAO P/ESGOTO TIGRE  40 mm,PC,0.400
10738,3,018324,ANEL VEDACAO P/ESGOTO TIGRE 100 mm,PC,0.900
10739,3,102394,ANEL VEDACAO P/VASO SANIT. CENSI C/GUIA,PC,4.630
10740,3,098696,ANEL VEDACAO P/VASO SANIT. FIXANEL INTERFIX,PC,2.920
10741,3,100182,ANEL VEDACAO P/VASO SANIT. MAXANEL,PC,3.700
10742,3,000454,ANEL VEDACAO P/VASO SANIT. PLASTBOR AZUL,PC,2.950
10743,3,000455,ANEL VEDACAO P/VASO SANIT. PLASTBOR C/GUIA,PC,3.670
10744,3,015049,ANEL VEDACAO P/VASO SANIT. VEDANEL PULVITEC,PC,3.450
10745,3,099613,ANTIESPUMA C/GRELHA AMANCO RED. 100mm,PC,10.150
10746,3,099614,ANTIESPUMA C/GRELHA AMANCO RED. 150mm,PC,11.970
10747,3,100931,AREJADOR P/TORNEIRA EXPOTEC,PC,0.910
10748,3,086240,AREJADOR P/TORNEIRA JAPONES OVERTIME,PC,1.370
10749,3,092618,ARMARIO C/ESPELHO ARTPLAS BRANCO   32x35,PC,17.200
10750,3,092634,ARMARIO C/ESPELHO ARTPLAS CINZA REAL  32x35,PC,17.200
10751,3,092648,ARMARIO C/ESPELHO ARTPLAS BEGE/CREME  32x35,PC,17.200
10752,3,011898,ARMARIO C/ESPELHO ASTRA 32x37cm BEGE  A-31,PC,21.900
10753,3,011899,ARMARIO C/ESPELHO ASTRA 32x37cm BRANCO  A-31,PC,21.900
10754,3,011900,ARMARIO C/ESPELHO ASTRA 30.5x35.5cm BCO A-41,PC,19.900
10755,3,000979,ARMARIO C/ESPELHO ASTRA 44x35cm BRANCO A-43,PC,31.400
10756,3,016631,ARMARIO C/ESPELHO ASTRA PORTA DESLIZANTE BCO,PC,16.900
10757,3,099411,ARMARIO C/ESPELHO HERC BEGE        34x37,PC,17.850
10758,3,099412,ARMARIO C/ESPELHO HERC BRANCO      34x37,PC,17.850
10759,3,099413,ARMARIO C/ESPELHO HERC CARAMELO    34x37,PC,17.850
10760,3,099414,ARMARIO C/ESPELHO HERC CINZA CLARO 34x37,PC,17.850
10761,3,098139,ARMARIO C/ESPELHO SINTEX REVERSIVEL BEGE,PC,18.700
10762,3,098140,ARMARIO C/ESPELHO SINTEX REVERSIVEL BRANCO,PC,18.700
10763,3,099680,ARMARIO C/ESPELHO SINTEX REVERSIVEL CARAMELO,PC,18.700
10764,3,098141,ARMARIO C/ESPELHO SINTEX REVERSIVEL CINZA CL,PC,18.700
10765,3,013852,ASSENTO SANIT.ALMOFADADO AMANCO CONF.AMARELO,PC,25.500
10766,3,001237,ASSENTO SANIT.ALMOFADADO RETANG.MEBUKI AZUL,PC,32.400
10767,3,019222,ASSENTO SANIT.ALMOFADADO MEBUKI BRANCO,PC,28.380
10768,3,019223,ASSENTO SANIT.ALMOFADADO OVAL MEBUKI CINZA,PC,26.730
10769,3,001238,ASSENTO SANIT.ALMOFADADO RETANG.MEBUKI CINZA,PC,32.400
10770,3,019224,ASSENTO SANIT.ALMOFADADO RETANG.MEBUKI AREIA,PC,32.400
10771,3,019225,ASSENTO SANIT.ALMOFADADO RETANG.MEBUKI BCO,PC,32.400
10772,3,099911,ASSENTO SANIT. ALUMASA ROMA AREIA,PC,7.600
10773,3,099912,ASSENTO SANIT. ALUMASA ROMA BRANCO,PC,7.600
10774,3,099913,ASSENTO SANIT. ALUMASA ROMA CARAMELO,PC,7.600
10775,3,099914,ASSENTO SANIT. ALUMASA ROMA CINZA CLARO,PC,7.600
10776,3,011902,ASSENTO SANIT. ASTRA TPR BEGE,PC,11.500
10777,3,011904,ASSENTO SANIT. ASTRA TPR BRANCO,PC,11.500
10778,3,011905,ASSENTO SANIT. ASTRA TPR CARAMELO,PC,11.500
10779,3,011906,ASSENTO SANIT. ASTRA TPR CINZA,PC,11.500
10780,3,012024,ASSENTO SANIT. AMANCO MUNDIAL CARAMELO,PC,14.270
10781,3,015936,ASSENTO SANIT. HERC ENVOLV. AREIA    3388,PC,8.990
10782,3,015202,ASSENTO SANIT. HERC ENVOLV. BRANCO   3385,PC,8.990
10783,3,015937,ASSENTO SANIT. HERC ENVOLV. CARAMELO 3389,PC,8.990
10784,3,015938,ASSENTO SANIT. HERC ENVOLV. CINZA CL 3386,PC,8.990
10785,3,017711,ASSENTO SANIT. HERC TRADIC. BEGE  3178,PC,7.650
10786,3,017712,ASSENTO SANIT. HERC TRADIC. BRANCO   3175,PC,7.650
10787,3,017713,ASSENTO SANIT. HERC TRADIC. CARAMELO 3179,PC,7.650
10788,3,017714,ASSENTO SANIT. HERC TRADIC. CINZA CL 3176,PC,7.650
10789,3,018331,ASSENTO SANIT. TIGRE CINZA ESCURO,PC,13.800
10790,3,018332,ASSENTO SANIT. TIGRE CREME,PC,11.600
10791,3,033364,AUMENTO DE LATAO  CURTO 1/2,PC,1.260
10792,3,011345,AUMENTO DE LATAO  CURTO 3/4,PC,1.640
10793,3,033377,AUMENTO DE LATAO  MEDIO 1/2,PC,1.660
10794,3,011358,AUMENTO DE LATAO  MEDIO 3/4,PC,1.820
10795,3,033380,AUMENTO DE LATAO .LONGO 1/2,PC,2.220
10796,3,011361,AUMENTO DE LATAO .LONGO 3/4,PC,2.440
10797,3,099617,BOIA CAIXA D?AGUA AMANCO 1/2",PC,3.820
10798,3,098863,BOIA CAIXA D?AGUA AMANCO 3/4",PC,4.300
10799,3,064116,BOIA CAIXA D?AGUA DECA 1350 BSA  3/4",PC,29.950
10800,3,009000,BOIA CAIXA D?AGUA FICO NORMAL 3/4"   307-8,PC,7.980
10801,3,017459,BOIA CAIXA D?AGUA FICO PEQ. PVC 3/4" 302-8,PC,2.510
10802,3,000794,BOIA CAIXA D?AGUA GARDEN AZUL.ZMC.3/4"351ZPE,PC,4.980
10803,3,000795,BOIA CAIXA D?AGUA GARDEN AZUL ZMC.3/4"351ZPR,PC,6.280
10804,3,101408,BOIA CAIXA D?AGUA GARDEN AZUL PVC 3/4"12351E,PC,7.700
10805,3,012558,BOIA CAIXA D?AGUA GARDEN LATAO A 1/2" 11350P,PC,11.260
10806,3,005519,BOIA CAIXA D?AGUA GARDEN LATAO B 3/4"11351NP,PC,12.150
10807,3,017834,BOIA CAIXA D?AGUA GARDEN LATAO C 3/4"11351EP,PC,17.900
10808,3,012559,BOIA CAIXA D?AGUA GARDEN LATAO D 1" 11352 P,PC,22.250
10809,3,005522,BOIA CAIXA D?AGUA GARDEN ROBUSTA 3/4" 351RR,PC,22.250
10810,3,002003,BOIA CAIXA D?AGUA GARDEN V.TOTAL 3/4"PVC361E,PC,18.850
10811,3,012698,BOIA CAIXA D?AGUA GARDEN.VAZAO TOT.3/4" 361P,PC,40.300
10812,3,012699,BOIA CAIXA D?AGUA GARDEN.VAZAO TOTAL. 1"362P,PC,42.100
10813,3,013864,BOIA CAIXA D?AGUA LUCONI  1/2",PC,1.970
10814,3,013865,BOIA CAIXA D?AGUA LUCONI. 3/4",PC,1.910
10815,3,000598,BOIA CAIXA D?AGUA V.RICA 3/4 LATAO PEQUENO,PC,7.350
10816,3,099200,BOIA CAIXA D?AGUA V.RICA 3/4 LATAO REFORC.,PC,11.000
10817,3,010488,BOIA CAIXA DESCARGA AMANCO 1/2",PC,2.580
10818,3,013866,BOIA CAIXA DESCARGA LUCONI 1/2",PC,1.400
10819,3,099618,BOLSA P/VASO BRANCA AMANCO,PC,2.580
10820,3,101260,BOLSA P/VASO BRANCA EMAVE SAIDA,PC,0.240
10821,3,100809,BOLSA P/VASO PRETA EMAVE,PC,0.310
10822,3,043560,BOLSA P/VASO PRETA IPCL,PC,0.297
10823,3,013881,BOLSA P/VASO BRANCA LUCONI,PC,0.590
10824,3,013882,BOLSA P/VASO PRETA LUCONI,PC,0.400
10825,3,001874,BRACO P/CHUV.ALUM. BOGNAR POLIDO 30cm,PC,2.980
10826,3,001875,BRACO P/CHUV.ALUM. BOGNAR POLIDO 40cm,PC,3.400
10827,3,001251,BRACO P/CHUV.ALUM. CLODAL SUPER 30 CM,PC,4.020
10828,3,001252,BRACO P/CHUV.ALUM. CLODAL SUPER 40 CM,PC,4.760
10829,3,013854,BRACO P/CHUV.ALUM. GTRES 30 CM,PC,4.140
10830,3,013867,BRACO P/CHUV.ALUM. GTRES 40 CM,PC,5.190
10831,3,032470,BRACO P/CHUV.ALUM. GTRES SUPER 30 CM,PC,5.520
10832,3,032484,BRACO P/CHUV.ALUM. GTRES SUPER 40 CM,PC,6.310
10833,3,100287,BRACO P/CHUV.ALUM. GARDEN SUPER 30 CM,PC,5.450
10834,3,100288,BRACO P/CHUV.ALUM. GARDEN SUPER 40 CM,PC,6.350
10835,3,031528,BRACO P/CHUV.ALUM. NATURAL 30 CM,PC,1.530
10836,3,018796,BRACO P/CHUV.ALUM. NATURAL 40 CM,PC,1.720
10837,3,014402,BRACO P/CHUV.ALUM. POLIDO BRILHANTE 30 CM,PC,1.700
10838,3,014176,BRACO P/CHUV.ALUM. POLIDO BRILHANTE 40 CM,PC,1.850
10839,3,102435,BRACO P/CHUV.PVC HERC 30 CM,PC,1.140
10840,3,002052,BRACO P/CHUV.PVC KRONA 40 CM,PC,2.420
10841,3,010745,BUCHA REDUCAO ESGOTO LONGA AMANCO 50x40,PC,0.958
10842,3,078096,BUCHA REDUCAO ESGOTO LONGA KRONA 50x40.....,PC,0.490
10843,3,012957,BUCHA DE LATAO REDUCAO  3/4x1/2 - AMARELA,PC,1.060
10844,3,011795,BUCHA DE LATAO REDUCAO  3/4x1/2 - CROMADA,PC,1.430
10845,3,102035,BUCHA DE LATAO REDUCAO 3/4x1/2 LONGA AMARELA,PC,2.490
10846,3,102036,BUCHA DE LATAO REDUCAO 3/4x1/2 LONGA CROMADA,PC,2.970
10847,3,026014,BUCHA DE LATAO REVERSAO 1/2x3/4,PC,2.020
10848,3,011794,BUCHA DE LATAO REVERSAO 1/2x3/4 - CROMADA,PC,2.380
10849,3,099811,BUCHA REDUCAO BRANCA AMANCO 3/4x1/2" RR,PC,0.370
10850,3,017247,BUCHA REDUCAO BRANCA KRONA 3/4x1/2,PC,0.190
10851,3,018337,BUCHA REDUCAO BRANCA TIGRE  1 x3/4,PC,0.552
10852,3,001401,BUCHA REDUCAO BRANCA TIGRE 3/4x1/2...,PC,0.340
10853,3,013091,BUCHA RED.SOLDAVEL CURTA 25x20 AMANCO,PC,0.176
10854,3,013093,BUCHA RED.SOLDAVEL CURTA 32x25 AMANCO,PC,0.380
10855,3,099776,BUCHA RED.SOLDAVEL LONGA 40x25 AMANCO,PC,1.550
10856,3,099777,BUCHA RED.SOLDAVEL LONGA 50x20 AMANCO,PC,1.560
10857,3,013094,BUCHA RED.SOLDAVEL LONGA 50x25 AMANCO,PC,1.580
10858,3,099778,BUCHA RED.SOLDAVEL LONGA 50x32 AMANCO,PC,2.040
10859,3,099779,BUCHA RED.SOLDAVEL LONGA 60x25 AMANCO,PC,3.340
10860,3,099780,BUCHA RED.SOLDAVEL LONGA 60x32 AMANCO,PC,4.140
10861,3,012649,BUCHA RED.SOLDAVEL CURTA 25x20 KRONA,PC,0.120
10862,3,018105,BUCHA RED.SOLDAVEL CURTA 32x25 KRONA,PC,0.244
10863,3,100123,BUCHA RED.SOLDAVEL CURTA 40x32 KRONA,PC,0.728
10864,3,100124,BUCHA RED.SOLDAVEL CURTA 50x40 KRONA,PC,1.040
10865,3,006783,BUCHA RED.SOLDAVEL CURTA 25x20 TIGRE,PC,0.178
10866,3,001604,BUCHA RED.SOLDAVEL CURTA 32x25 TIGRE,PC,0.353
10867,3,018334,BUCHA RED.SOLDAVEL CURTA 50x40 TIGRE,PC,1.318
10868,3,099426,BUCHA RED.SOLDAVEL LONGA 40x25 KRONA,PC,1.190
10869,3,010966,BUCHA RED.SOLDAVEL LONGA 50x25 KRONA,PC,0.850
10870,3,099427,BUCHA RED.SOLDAVEL LONGA 50x32 KRONA,PC,1.450
10871,3,018336,BUCHA RED.SOLDAVEL LONGA 40x25 TIGRE,PC,1.450
10872,3,001588,BUCHA RED.SOLDAVEL LONGA 50x32 TIGRE,PC,1.410
10873,3,098686,CAIXA DE DESCARGA ALUMASA S/ENGATE AREIA,PC,10.970
10874,3,098687,CAIXA DE DESCARGA ALUMASA S/ENGATE BRANCA,PC,10.970
10875,3,098688,CAIXA DE DESCARGA ALUMASA S/ENGATE CARAMELO,PC,10.970
10876,3,098689,CAIXA DE DESCARGA ALUMASA S/ENGATE CINZA CL.,PC,10.970
10877,3,012868,CAIXA DE DESCARGA AMANCO S/ENG.AMARELA,PC,16.500
10878,3,012869,CAIXA DE DESCARGA AMANCO S/ENG.AREIA,PC,15.500
10879,3,099622,CAIXA DE DESCARGA AMANCO S/ENG.CINZA ESCURO,PC,15.500
10880,3,012873,CAIXA DE DESCARGA AMANCO S/ENG.CINZA PRATA,PC,15.500
10881,3,099623,CAIXA DE DESCARGA AMANCO S/ENG.CREME,PC,15.500
10882,3,013569,CAIXA SIFONADA AMANCO 10x10 RED.BRANCO No.64,PC,5.800
10883,3,015468,CAIXA SIFONADA AMANCO 10x10 QUADR. BCO No.63,PC,6.400
10884,3,013570,CAIXA SIFONADA AMANCO 10x10 RED.CROM. No.69,PC,12.300
10885,3,013571,CAIXA SIFONADA AMANCO 15x15 RED.BRANCO No.32,PC,13.300
10886,3,013572,CAIXA SIFONADA AMANCO 15x15 RED.CROM.  No.33,PC,22.550
10887,3,014037,CAIXA SIFONADA AMANCO 150x185x75 RED.ALUM.54,PC,21.670
10888,3,002135,CAIXA SIFONADA DOMINGUES 10x10 QUADR. BRANCA,PC,2.930
10889,3,010369,CAIXA SIFONADA DOMINGUES 10x10 RED.BRANCA,PC,2.800
10890,3,010370,CAIXA SIFONADA DOMINGUES 10x10 RED.CROMADA,PC,3.300
10891,3,015207,CAIXA SIFONADA HERC      10x10 QUADR.BRANCA,PC,3.490
10892,3,015208,CAIXA SIFONADA HERC      15x15 QUADR.BRANCA,PC,7.540
10893,3,015209,CAIXA SIFONADA HERC 250x150 QUAD.GORDURA BCA,PC,15.920
10894,3,015210,CAIXA SIFONADA HERC      10x10 RED.BRANCA,PC,3.270
10895,3,015211,CAIXA SIFONADA HERC      15x15 RED.BRANCA,PC,7.920
10896,3,015212,CAIXA SIFONADA HERC 250x150 RED.GORDURA BCA.,PC,13.950
10897,3,101353,CAIXA SIFONADA KRONA    10x10 QUAD.BRANCA,PC,3.480
10898,3,017460,CAIXA SIFONADA KRONA    10x10 RED.BRANCA,PC,3.200
10899,3,000065,CAIXA SIFONADA KRONA    15x15 QUAD.BRANCA,PC,8.300
10900,3,000066,CAIXA SIFONADA KRONA    15x15 RED.BRANCA,PC,8.000
10901,3,098511,CAIXA SIFONADA LUCONI 250x 50 RED.GORDURA BR,PC,9.220
10902,3,098512,CAIXA SIFONADA LUCONI 250x 75 RED.GORDURA BR,PC,9.220
10903,3,018345,CAIXA SIFONADA TIGRE 15x15 RED.BRANCA N.102,PC,12.480
10904,3,018346,CAIXA SIFONADA TIGRE 15x15 RED.CROMADA N.102,PC,18.680
10905,3,018347,CAIXA SIFONADA TIGRE 250x172x50 RED.GORD.BR.,PC,26.300
10906,3,011709,CANOPLA P/TORNEIRA G3 LATAO CROMADO 1/2"-N?1,PC,2.620
10907,3,011710,CANOPLA P/TORNEIRA G3 LATAO CROMADO 1/2"-N?2,PC,2.870
10908,3,011711,CANOPLA P/TORNEIRA G3 LATAO CROMADO 1/2"-N?3,PC,2.870
10909,3,011712,CANOPLA P/TORNEIRA G3 LATAO CROMADO 3/4"-N?1,PC,2.620
10910,3,011713,CANOPLA P/TORNEIRA G3 LATAO CROMADO 3/4"-N?2,PC,2.870
10911,3,011714,CANOPLA P/TORNEIRA G3 LATAO CROMADO 3/4"-N?3,PC,2.870
10912,3,002049,CAPS BRANCO KRONA ROSCA 1/2",PC,0.390
10913,3,002050,CAPS BRANCO KRONA ROSCA 3/4",PC,0.570
10914,3,018349,CAPS BRANCO TIGRE 1/2",PC,0.480
10915,3,018350,CAPS BRANCO TIGRE 3/4",PC,0.740
10916,3,010863,CAPS ESGOTO AMANCO  40mm,PC,0.950
10917,3,010864,CAPS ESGOTO AMANCO  50mm,PC,1.620
10918,3,010865,CAPS ESGOTO AMANCO  75mm,PC,2.700
10919,3,010958,CAPS ESGOTO AMANCO 100mm,PC,3.350
10920,3,014713,CAPS ESGOTO AMANCO 150mm,PC,17.250
10921,3,073988,CAPS ESGOTO KRONA  40mm,PC,0.826
10922,3,019184,CAPS ESGOTO KRONA  50mm,PC,1.450
10923,3,019185,CAPS ESGOTO KRONA  75mm,PC,2.240
10924,3,015120,CAPS ESGOTO KRONA 100mm,PC,2.180
10925,3,099886,CAPS ESGOTO KRONA 150mm,PC,11.250
10926,3,018352,CAPS ESGOTO TIGRE  50mm,PC,1.570
10927,3,018353,CAPS ESGOTO TIGRE  75mm,PC,2.660
10928,3,018355,CAPS ESGOTO TIGRE 150mm,PC,16.900
10929,3,013095,CAPS SOLDAVEL AMANCO 20mm,PC,0.500
10930,3,013096,CAPS SOLDAVEL AMANCO 25mm,PC,0.546
10931,3,099781,CAPS SOLDAVEL AMANCO 32mm,PC,0.740
10932,3,013097,CAPS SOLDAVEL AMANCO 50mm,PC,2.750
10933,3,073932,CAPS SOLDAVEL KRONA 20,PC,0.270
10934,3,073945,CAPS SOLDAVEL KRONA 25,PC,0.278
10935,3,099428,CAPS SOLDAVEL KRONA 32,PC,0.525
10936,3,016436,CAPS SOLDAVEL KRONA 50,PC,1.580
10937,3,018358,CAPS SOLDAVEL TIGRE 32,PC,0.790
10938,3,018359,CAPS SOLDAVEL TIGRE 60,PC,4.420
10939,3,016011,CAVALETE COMPLETO SABESP POLIERG PRETO 3/4",PC,31.100
10940,3,000289,CAVALETE COMPLETO SABESP POLIERG BRANCO 3/4",PC,32.200
10941,3,017273,CAVALETE P/AGUA GALVANIZ. FORUSI DUPLO,PC,184.000
10942,3,018270,CAVALETE P/AGUA GALVANIZ. FORUSI.QUADRUPLO,PC,390.000
10943,3,017274,CAVALETE P/AGUA GALVANIZ. FORUSI TRIPLO,PC,289.900
10944,3,098804,CESTINHA VALVULA AMERICANA METAL,PC,1.850
10945,3,099040,CESTINHA VALVULA AMERICANA OVERTIME PVC CR.,PC,0.635
10946,3,064720,CESTINHA VALVULA AMERICANA PVC CROMADO,PC,0.350
10947,3,092664,CHUVEIRO FRIO ARTPLAS GIGANTE 10"COMPL.BCO.,PC,7.050
10948,3,092677,CHUVEIRO FRIO ARTPLAS GIGANTE 10"COMPL.CROM.,PC,17.520
10949,3,010319,CHUVEIRO FRIO DOMINGUES  6" COMPLETO BRANCO,PC,4.620
10950,3,010321,CHUVEIRO FRIO DOMINGUES  6" COMPLETO CROMADO,PC,9.380
10951,3,001152,CHUVEIRO FRIO DUDA 4" BRANCO S/REGISTRO,PC,1.460
10952,3,001153,CHUVEIRO FRIO DUDA 6" BRANCO S/REGISTRO,PC,4.800
10953,3,015203,CHUVEIRO FRIO HERC 4" BRANCO C/REGISTRO,PC,5.170
10954,3,015204,CHUVEIRO FRIO HERC 4" BRANCO S/REGISTRO,PC,3.810
10955,3,015205,CHUVEIRO FRIO HERC 7" BRANCO C/REGISTRO,PC,12.370
