id_produto,id_categoria,codpro,descricao,emb,prunit
65,2,018808,ABRACADEIRA FLUOR. ACO REDY 20/40W,PC,0.320
66,2,015548,ABRACADEIRA P/ POSTE FERRO 1x3/4 QUADRADO,PC,1.120
67,2,020750,ABRACADEIRA P/ XT-2 CHAPA GALVANIZADA,PC,0.250
68,2,079390,ABRACADEIRA P/ XT-2 ICRAD * ACO INOX.,PC,1.120
69,2,000098,ABRACADEIRA TIPO "D" FERRASF.  1/2" C/100,PT,15.400
70,2,000101,ABRACADEIRA TIPO "D" FERRASF.  3/4" C/100,PT,17.240
71,2,000115,ABRACADEIRA TIPO "D" FERRASF. 1"    C/100,PT,19.900
72,2,051511,ABRACADEIRA TIPO "D" FERRASF. 1.1/4" C/50,PT,13.100
73,2,051524,ABRACADEIRA TIPO "D" FERRASF. 1.1/2" C/50,PT,14.800
74,2,061387,ABRACADEIRA TIPO "D" FERRASF. 2"     C/50,PT,18.600
75,2,101786,ABRACADEIRA TIPO "D" FERRASF. 2.1/2" C/50,PT,26.100
76,2,101787,ABRACADEIRA TIPO "D" FERRASF. 3" C/25,PT,16.400
77,2,101788,ABRACADEIRA TIPO "D" FERRASF. 3.1/2" C/25,PT,23.200
78,2,101789,ABRACADEIRA TIPO "D" FERRASF. 4" C/25,PT,26.800
79,2,073200,ABRACADEIRA TIPO "D" INCA  1/2" C/100,PT,45.087
80,2,073213,ABRACADEIRA TIPO "D" INCA  3/4" C/100,PT,51.019
81,2,073226,ABRACADEIRA TIPO "D" INCA 1"    C/100,PT,53.772
82,2,073239,ABRACADEIRA TIPO "D" INCA 1.1/4" C/50,PT,50.480
83,2,073242,ABRACADEIRA TIPO "D" INCA 1.1/2" C/50,PT,53.646
84,2,073256,ABRACADEIRA TIPO "D" INCA 2"     C/25,PT,28.759
85,2,012371,ABRACADEIRA TIPO "D" INCA C/CUNHA  1/2 C/100,PT,56.352
86,2,012372,ABRACADEIRA TIPO "D" INCA C/CUNHA  3/4 C/100,PT,63.760
87,2,012373,ABRACADEIRA TIPO "D" INCA C/CUNHA 1     C/50,PT,33.603
88,2,012374,ABRACADEIRA TIPO "D" INCA C/CUNHA 1.1/4 C/50,PT,61.267
89,2,012375,ABRACADEIRA TIPO "D" INCA C/CUNHA 1.1/2 C/50,PT,67.045
90,2,012376,ABRACADEIRA TIPO "D" INCA C/CUNHA 2     C/25,PT,35.947
91,2,012377,ABRACADEIRA TIPO "D" INCA C/CUNHA 2.1/2 C/25,PT,42.972
92,2,012378,ABRACADEIRA TIPO "D" INCA C/CUNHA 3     C/10,PT,20.569
93,2,012379,ABRACADEIRA TIPO "D" INCA C/CUNHA 3.1/2 C/10,PT,23.181
94,2,012380,ABRACADEIRA TIPO "D" INCA C/CUNHA 4     C/10,PT,27.222
95,2,013143,ABRACADEIRA TIPO "D" C/CUNHA  1/2"  C/100,PT,14.600
96,2,013144,ABRACADEIRA TIPO "D" C/CUNHA  3/4"  C/100,PT,16.300
97,2,013145,ABRACADEIRA TIPO "D" C/CUNHA 1"      C/50,PT,9.800
98,2,013146,ABRACADEIRA TIPO "D" C/CUNHA 1.1/4"  C/50,PT,17.800
99,2,013147,ABRACADEIRA TIPO "D" C/CUNHA 1.1/2"  C/50,PT,19.000
100,2,013148,ABRACADEIRA TIPO "D" C/CUNHA 2"      C/25,PT,10.800
101,2,013149,ABRACADEIRA TIPO "D" C/CUNHA 2.1/2"  C/25,PT,13.200
102,2,013150,ABRACADEIRA TIPO "D" C/CUNHA 3"      C/10,PT,5.990
103,2,013152,ABRACADEIRA TIPO "D" C/CUNHA 3.1/2"  C/10,PT,7.100
104,2,013153,ABRACADEIRA TIPO "D" C/CUNHA 4"      C/10,PT,7.200
105,2,000160,ABRACADEIRA TIPO "U" FERRASF. 1/2"  C/100,PT,3.200
106,2,000174,ABRACADEIRA TIPO "U" FERRASF. 3/4"  C/100,PT,3.850
107,2,000187,ABRACADEIRA TIPO "U" FERRASF..1"    C/100,PT,7.350
108,2,000190,ABRACADEIRA TIPO "U" FERRASF.1 1/4" C/100,PT,7.980
109,2,000203,ABRACADEIRA TIPO "U" FERRASF.1.1/2" C/100,PT,8.220
110,2,000216,ABRACADEIRA TIPO "U" FERRASF.2"     C/100,PT,9.800
111,2,000220,ABRACADEIRA TIPO "U" FERRASF.2.1/2"  C/50,PT,5.860
112,2,000233,ABRACADEIRA TIPO "U" FERRASF.3"      C/50,PT,6.600
113,2,000246,ABRACADEIRA TIPO "U" FERRASF.3.1/2"  C/50,PT,7.250
114,2,000259,ABRACADEIRA TIPO "U" FERRASF.4"      C/50,PT,9.650
115,2,073269,ABRACADEIRA TIPO "U" INCA  1/2" C/100,PT,9.589
116,2,073272,ABRACADEIRA TIPO "U" INCA  3/4" C/100,PT,11.185
117,2,073285,ABRACADEIRA TIPO "U" INCA .1"   C/100,PT,23.009
118,2,073298,ABRACADEIRA TIPO "U" INCA 1 1/4" C/50,PT,13.347
119,2,073302,ABRACADEIRA TIPO "U" INCA 1.1/2" C/50,PT,14.790
120,2,073315,ABRACADEIRA TIPO "U" INCA 2"     C/50,PT,18.347
121,2,073328,ABRACADEIRA TIPO "U" INCA 2.1/2" C/50,PT,22.218
122,2,073331,ABRACADEIRA TIPO "U" INCA 3"     C/50,PT,24.838
123,2,073344,ABRACADEIRA TIPO "U" INCA 3.1/2" C/50,PT,32.798
124,2,073357,ABRACADEIRA TIPO "U" INCA 4"     C/50,PT,37.134
125,2,002256,ABRACADEIRA TIPO"U"VERGALH. B- 1/2x5/16 C/25,PT,12.190
126,2,002257,ABRACADEIRA TIPO"U"VERGALH. C-3/4x5/16 C/25,PT,13.850
127,2,002258,ABRACADEIRA TIPO"U"VERGALH. D- 1"x5/16 C/25,PT,15.010
128,2,002259,ABRACADEIRA TIPO"U"VERGALH. E-1.1/4x5/16C/25,PT,16.250
129,2,002260,ABRACADEIRA TIPO"U"VERGALH. F-1.1/2x5/16C/25,PT,17.090
130,2,002261,ABRACADEIRA TIPO"U"VERGALH. G - 2"x5/16 C/25,PT,23.980
131,2,099659,ACENDEDOR DE CHURRASQUEIRA CHERUBINO 127V,PC,31.900
132,2,000105,ADAPT.P/INTERNET INTERNEED"T"PLUG 2 ENT.7548,PC,1.317
133,2,000279,AGULHA P/FOGAO  PEQUENA PT.C/50,PT,2.500
134,2,101068,AGULHA P/FOGAO .GRANDE PT.C/50,PT,2.770
135,2,015187,ALARME P/PORTAS E JANELAS BRASFORT,PC,2.220
136,2,100844,AMPERIMETRO DIGITAL BRASFORT C/ESTOJO  8559,PC,17.780
137,2,014944,AMPERIMETRO ALICATE DIGITAL LEE TOOLS 680264,PC,19.870
138,2,016306,ANEL P/FUSIVEL DIAZED TEE 25A.,PC,0.840
139,2,016307,ANEL P/FUSIVEL DIAZED TEE 63A.,PC,1.160
140,2,102291,ANTENA DIGITAL EXT.CASTELO DIGLOG HDTV 16 EL,PC,16.700
141,2,102292,ANTENA DIGITAL EXT.CASTELO DIGLOG HDTV 34 EL,PC,20.950
142,2,001254,ANTENA DIGITAL EXT/INT.CASTELO DIGBLACK HDTV,PC,19.950
143,2,001255,ANTENA DIGITAL  EXTERNA PLASMATIC SENIOR-HD,PC,82.580
144,2,002034,ANTENA DIGITAL EXT.PLASMATIC MASTER-HD AMPL.,PC,116.920
145,2,000660,ANTENA DIGITAL EXTERNA PRISMAT-SIGN"HDTV"4x1,PC,77.900
146,2,001126,ANTENA DIGITAL EXT.TRANSMATIC"HDTV"5x1 C/FIO,PC,67.600
147,2,072290,ANTENA EXTERNA CASTELO T/PARABOLICA  M-3000,PC,44.000
148,2,091653,ANTENA EXTERNA CASTELO TRIAX UHF CAST COLOR,PC,24.800
149,2,074779,ANTENA EXTERNA PLASMATIC 11 E  - JUNIOR,PC,65.900
150,2,074783,ANTENA EXTERNA PLASMATIC 15 E  - SENIOR,PC,81.400
151,2,012970,ANTENA EXTERNA TRANSMATIC MINI PARAB.EXTRA,PC,27.100
152,2,012971,ANTENA EXTERNA TRANSMATIC TODA BANDA UHF,PC,27.100
153,2,088382,ANTENA EXTERNA TRANSMATIC TUBULAR  8 E,PC,18.500
154,2,088395,ANTENA EXTERNA TRANSMATIC TUBULAR 11 E,PC,16.200
155,2,088408,ANTENA EXTERNA TRANSMATIC TUBULAR 15 E,PC,21.900
156,2,018548,ANTENA EXTERNA TRANSMATIC TUBULAR 19 E,PC,27.500
157,2,001906,ANTENA EXTERNA VEJA BEM PARABOL.HDTV/UHF/VHF,PC,28.600
158,2,100612,ANTENA EXTERNA VEJA BEM TUBULAR  8 E,PC,14.170
159,2,100613,ANTENA EXTERNA VEJA BEM TUBULAR 11 E,PC,15.210
160,2,100614,ANTENA EXTERNA VEJA BEM TUBULAR 15 E,PC,19.110
161,2,100615,ANTENA EXTERNA VEJA BEM TUBULAR 19 E,PC,26.000
162,2,014008,ANTENA INTERNA DUPLA VHF/UHF,PC,2.490
163,2,000819,ANTENA INTERNA INTERNEED DUPLA 5 ESTAGIOS,PC,2.600
164,2,100456,ANTENA INTERNA CASTELO M1033 (UHF/VHF/FM),PC,12.000
165,2,001023,ANTENA INTERNA CASTELO M1035 (UHF/VHF/FM),PC,12.700
166,2,013957,ANTENA INTERNA CASTELO M3002  (UHF/VHF),PC,16.900
167,2,017799,ANTENA INTERNA CASTELO M6000 (UHF/VHF/FM),PC,17.450
168,2,100457,ANTENA INTERNA CASTELO M6002 (UHF/VHF/FM),PC,17.700
169,2,100777,ANTENA INTERNA FORCE LINE (UHF/VHF/FM),PC,13.030
170,2,100885,ANTENA INTERNA INTERNEED C/BASE 5EST.V.02383,PC,4.750
171,2,000493,ANTENA INTERNA INTERNEED REDONDA VHF/UHF/FM,PC,13.900
172,2,099257,ANTENA INTERNA PLASMATIC DTV,PC,16.140
173,2,074842,ANTENA INTERNA PLASMATIC PIRAMIDE,PC,13.980
174,2,015281,ANTENA INTERNA PRISMATIC PARAB.(UHF/VHF),PC,12.500
175,2,017246,ANTENA INTERNA TRANSMATIC (UHF/VHF/FM),PC,14.400
176,2,100616,ANTENA INTERNA VEJA BEM PARABOL.HDTV/UHF/VHF,PC,11.980
177,2,000496,ANUNC.PRESENCA BRASFORT 10 TQ.  A PILHA 8395,PC,28.000
178,2,000497,ANUNC.PRES.A DISTANCIA BRASF.32TQ.PILHA 8396,PC,36.470
179,2,017827,AQUECEDOR FAME TERMOPLASTICO 220V - 312,PC,77.500
180,2,011773,AQUECEDOR LORENZETTI VERSATIL-220V.,PC,107.000
181,2,017568,AQUECEDOR P/LAV.CABELEIREIRO SAO MARCOS 127V,PC,21.800
182,2,017468,AQUECEDOR P/LAV.CABELEIREIRO SAO MARCOS 220V,PC,21.800
183,2,011161,ARMACAO P/PRESS-BOWN L.SEMI   1 ISOL.,PC,1.950
184,2,011163,ARMACAO P/PRESS-BOWN L.SEMI   2 ISOL.,PC,4.600
185,2,011164,ARMACAO P/PRESS-BOWN L.SEMI   3 ISOL.,PC,6.950
186,2,011165,ARMACAO P/PRESS-BOWN L.SEMI   4 ISOL.,PC,9.220
187,2,010691,ARMACAO P/PRESS-BOWN PESADA DUMON 1 ISOL.,PC,3.700
188,2,010805,ARMACAO P/PRESS-BOWN PESADA DUMON 2 ISOL.,PC,9.200
189,2,010806,ARMACAO P/PRESS-BOWN PESADA DUMON 3 ISOL.,PC,14.500
190,2,001088,ARMACAO P/PRESS-BOWN PESADA DUMON 4 ISOL.,PC,19.950
191,2,000364,ARRUELA P/CONDUITE ZAMAC  1/2"  C/100,PT,9.800
192,2,000377,ARRUELA P/CONDUITE ZAMAC  3/4"  C/100,PT,12.460
193,2,000380,ARRUELA P/CONDUITE ZAMAC .1"    C/100,PT,24.000
194,2,000394,ARRUELA P/CONDUITE ZAMAC 1 1/4" C/100,PT,37.000
195,2,000407,ARRUELA P/CONDUITE ZAMAC 1.1/2" C/100,PT,46.580
196,2,000410,ARRUELA P/CONDUITE ZAMAC 2"     C/50,PT,32.600
197,2,018030,ARRUELA P/CONDUITE ZAMAC 2.1/2" C/50,PT,44.870
198,2,018028,ARRUELA P/CONDUITE ZAMAC 3" C/25,PT,30.840
199,2,018029,ARRUELA P/CONDUITE ZAMAC 4" C/25,PT,57.000
200,2,073361,ARRUELA P/CONDUITE ZAMAC INCA  1/2" C/100,PT,16.160
201,2,073374,ARRUELA P/CONDUITE ZAMAC INCA  3/4" C/100,PT,17.343
202,2,073387,ARRUELA P/CONDUITE ZAMAC INCA .1".. C/100,PT,28.914
203,2,073390,ARRUELA P/CONDUITE ZAMAC INCA 1 1/4" C/50,PT,22.204
204,2,073403,ARRUELA P/CONDUITE ZAMAC INCA 1.1/2" C/50,PT,24.578
205,2,073417,ARRUELA P/CONDUITE ZAMAC INCA 2"...  C/50,PT,31.667
206,2,078037,BALLUN ADAPT.AEREO RENGAVE C/ROSCA P/COAXIAL,PC,0.730
207,2,001657,BALLUN ADAPT.CANETA INTERN.EXT.C/BORRAC.C/20,PT,17.100
208,2,017898,BALLUN ADAPT.CANETA RENGAVE EXT.C/BORRACHA,PC,0.500
209,2,001656,BALLUN ADAPT.CANETA INTERNEED S/CONEC.C/20,PT,7.800
210,2,061506,BALLUN ADAPTADOR CANETA RENGAVE S/CONECTOR,PC,0.350
211,2,051669,BALLUN MIXER VHF/UHF FITA/CABO 300x75 - LISO,PC,1.680
212,2,060888,BALLUN MIXER UHF/VHF FITA/FITA 300x300,PC,1.680
213,2,000128,BALLUN MIXER VHF/UHF FITA/CABO 300x75 -ROSCA,PC,1.750
214,2,016146,BARRAMENTO P/CENTR.BR P/12 DISJ.DIN BIFASICO,PC,21.720
215,2,016148,BARRAMENTO P/CENTR.BR P/ 8 DISJ.NEMA BIFAS.,PC,21.720
216,2,016149,BARRAMENTO P/CENTR.BR P/ 8 DISJ.NEMA TRIFAS.,PC,26.840
217,2,016150,BARRAMENTO P/CENTR.BR NEUTRO C/TERRA,PC,7.860
218,2,017446,BASE CARTUCHO 3X30 LORENZETTI.,PC,2.960
219,2,016310,BARRA P/NEUTRO TEE NH 00,PC,3.650
220,2,016311,BARRA P/NEUTRO TEE NH 01,PC,8.040
221,2,018804,BASE P/RELE FOTOELETRICO EXATRON PLASTICO,PC,3.950
222,2,013719,BASE NH CEBEL 00-125A...,PC,12.220
223,2,015453,BASE NH CEBEL 01-250A...,PC,49.480
224,2,062313,BASE NH CEBEL 02-400A...,PC,69.610
225,2,071160,BASE NH CEBEL 03-630A...,PC,102.250
226,2,016315,BASE NH TEE 00-160A.,PC,9.650
227,2,016316,BASE NH TEE 01-250A.,PC,26.720
228,2,016313,BASE P/FUSIVEL DIAZED TEE 25A.,PC,5.510
229,2,016314,BASE P/FUSIVEL DIAZED TEE 63A.,PC,10.150
230,2,013836,BENGALA PVC PRETA AVANTE (A) 3/4x4m,PC,3.240
231,2,013837,BENGALA PVC PRETA AVANTE (B) 1x4m,PC,5.120
232,2,013838,BENGALA PVC PRETA AVANTE (C) 1.1/4x4m,PC,7.200
233,2,013839,BENGALA PVC PRETA AVANTE (E) 3/4x5m,PC,4.150
234,2,013840,BENGALA PVC PRETA AVANTE (F) 1x5m,PC,6.150
235,2,013841,BENGALA PVC PRETA AVANTE (G) 1.1/4x5m,PC,8.700
236,2,013973,BENGALA PVC PRETA AVANTE (H) 1.1/2x5m,PC,9.980
237,2,016667,BLOQUEADOR TELEFONE C/SENHA - DIGITAL TECHNA,PC,29.700
238,2,063561,BOX INCA CURVO  1/2".....,PC,3.020
239,2,063574,BOX INCA CURVO  3/4".....,PC,3.800
240,2,063588,BOX INCA CURVO .1".......,PC,4.590
241,2,063634,BOX INCA RETO  1/2"......,PC,1.700
242,2,063647,BOX INCA RETO  3/4"......,PC,1.870
243,2,063650,BOX INCA RETO .1"........,PC,2.320
244,2,011980,BRACO P/LUMINARIA OVAL ZINCADO 1.00 M,PC,6.300
245,2,102047,BRACO P/LUMINARIA OVAL ZINCADO 1.50 M,PC,9.200
246,2,000702,BRACO P/TEMPO GALVANIZADO CURVO 30cm,PC,1.140
247,2,004596,BRACO P/TEMPO GALVANIZADO RETO 30cm,PC,1.140
248,2,000529,BRACO P/TEMPO GALVANIZADO RETO 50cm,PC,1.960
249,2,025781,BRACO P/TEMPO ALUMINIO CURVO  30cm,PC,4.110
250,2,025794,BRACO P/TEMPO ALUMINIO RETO  30cm,PC,4.110
251,2,025807,BRACO P/TEMPO ALUMIN.LORENZETTI CURVO 1671/1,PC,11.680
252,2,102150,BRACO P/TEMPO CURVO + PRATO C/SOQUETE (KIT),PC,9.300
253,2,010822,BRAQUETES 2 POLOS,PC,2.580
254,2,010823,BRAQUETES 3 POLOS,PC,3.700
255,2,010825,BRAQUETES 4 POLOS,PC,4.900
256,2,000791,BUCHA P/CONDUITE ZAMAC  1/2"   C/100,PT,14.500
257,2,000804,BUCHA P/CONDUITE ZAMAC  3/4"   C/100,PT,20.400
258,2,000817,BUCHA P/CONDUITE ZAMAC .1"     C/100,PT,28.370
259,2,000821,BUCHA P/CONDUITE ZAMAC 1 1/4"  C/100,PT,43.170
260,2,000834,BUCHA P/CONDUITE ZAMAC 1.1/2"  C/100,PT,50.800
261,2,000847,BUCHA P/CONDUITE ZAMAC 2"      C/50,PT,44.220
262,2,018031,BUCHA P/CONDUITE ZAMAC 2.1/2" C/25,PT,32.860
263,2,018032,BUCHA P/CONDUITE ZAMAC 3" C/25,PT,42.370
264,2,018033,BUCHA P/CONDUITE ZAMAC 4" C/20,PT,51.700
265,2,073420,BUCHA P/CONDUITE ZAMAC INCA  1/2" C/100,PT,19.578
266,2,073433,BUCHA P/CONDUITE ZAMAC INCA  3/4" C/100,PT,22.344
267,2,073446,BUCHA P/CONDUITE ZAMAC INCA .1".. C/100,PT,37.852
268,2,073459,BUCHA P/CONDUITE ZAMAC INCA 1 1/4" C/50,PT,23.588
269,2,073462,BUCHA P/CONDUITE ZAMAC INCA 1.1/2" C/50,PT,32.791
270,2,073476,BUCHA P/CONDUITE ZAMAC INCA 2"...  C/50,PT,51.903
271,2,072169,CABECOTE P/TELEFONE XT2 PVC BLE  C/SUPORTE,PC,3.350
272,2,101571,CABO P/COMPUTADOR LIDIMAR PP 3x0.75 - 1.5M,PC,4.500
273,2,010431,CABO P/AUDIO E VIDEO 2RCA + 2RCA 1.50M.,PC,0.790
274,2,011675,CABO P/AUDIO E VIDEO 3RCA + 3RCA 1.50M,PC,1.470
275,2,063781,CABO P/AUDIO E VIDEO -F+F - 1.50M,PC,1.450
276,2,098160,CABO P/AUDIO E VIDEO F+F - A SANTOS 1.50 MT,PC,1.755
277,2,001849,CABO P/AUDIO E VIDEO HDMI 1080HP SMART 2.0M,PC,12.800
278,2,001850,CABO P/AUDIO E VIDEO HDMI 1080HP SMART 3.0M,PC,16.240
279,2,001851,CABO P/AUDIO E VIDEO HDMI 1080HP SMART 5.0M,PC,29.000
280,2,001092,CABO BATERIA P/CHUPETA 2.50M CONDUPAR 4mm,PC,25.600
281,2,061594,CABO BATERIA P/CHUPETA 2.50M.PLAST INJET,PC,25.900
282,2,101851,CABO BATERIA P/CHUPETA 2.50M RENGAVE,PC,10.800
283,2,011839,CABO BATERIA P/CHUPETA 3.50M PLASTINJET CAM.,PC,42.250
284,2,091212,CACHIMBO CONVERSOR IMPEDANCIA SIMPLES FITA,PC,0.320
285,2,051685,CACHIMBO CONVERSOR IMPEDANCIA DUPL.FITA/CABO,PC,0.480
286,2,001010,CAIXA AR CONDIC PERLEX EMB.TOM.2P+T.20A-3915,PC,10.780
287,2,100081,CAIXA AR CONDIC PERLEX SOB.TOM.2P+T.20A-2915,PC,10.780
288,2,000829,CAIXA P/PISO A.C.P  10x10 C/TAMPA ALUM.FUND.,PC,8.190
289,2,000830,CAIXA P/PISO A.C.P  15x15 C/TAMPA ALUM.FUND.,PC,18.500
290,2,000831,CAIXA P/PISO A.C.P  20x20 C/TAMPA ALUM.FUND.,PC,30.000
291,2,059196,CAIXA PASSAGEM CHAPA CEMAR 15x15 SOBREPOR,PC,11.460
292,2,059209,CAIXA PASSAGEM CHAPA CEMAR 20x20 SOBREPOR,PC,18.560
293,2,061886,CAIXA PASSAGEM CHAPA CEMAR 30x30 SOBREPOR,PC,40.600
294,2,098183,CAIXA PASSAGEM CHAPA MB 15x15 SOBREPOR,PC,5.980
295,2,098184,CAIXA PASSAGEM CHAPA MB 20x20 SOBREPOR,PC,9.800
296,2,098185,CAIXA PASSAGEM CHAPA MB 30x30 SOBREPOR,PC,20.900
297,2,100765,CAIXA PASSAGEM PVC CEMAR 12x12 SOBREPOR,PC,7.350
298,2,100766,CAIXA PASSAGEM PVC CEMAR 15x15 SOBREPOR,PC,8.310
299,2,101391,CAIXA PASSAGEM PVC CEMAR 18.5x21 SOBREPOR,PC,22.500
300,2,101392,CAIXA PASSAGEM PVC CEMAR 25x32.3 SOBREPOR,PC,39.400
301,2,062267,CAIXA P/TELEFONE CEMAR CHAPA EMB. 25x15x10,PC,28.100
302,2,062271,CAIXA P/TELEFONE CEMAR CHAPA EMB. 40x40x13.5,PC,64.950
303,2,001991,CAIXA INSPECAO PVC C/TAMPA BRASCOM CONICA,PC,0.720
304,2,017752,CAIXA INSPECAO PVC C/TAMPA EMAVE CONICA,PC,0.910
305,2,035446,CAIXA INSPECAO PVC C/TAMPA IPCL CONICA.....,PC,0.870
306,2,015141,CAIXA MULTIUSO PVC BRUM 15x12-2DISJ+TOM.2P+T,PC,6.200
307,2,059225,CAIXA MULTIUSO PVC CEMAR 2 DISJ.+TOM. 2P+T,PC,9.370
308,2,058637,CAIXINHA LUZ PVC CEMAR 4x2,PC,0.280
